symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,expires,price,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw
BTC260116P00054000,0.5553,-0.9291,0.018,-0.0589,-0.0069,0.0184,14.93,25,C,12.94,35,U, ,2025-12-05T14:30:46.514100678Z,2026-01-16,54000,14.0,14.0,14.0,1.0,14.0,2025-11-19T05:00:00Z,1.0,14.0,I,14.0,1.0,2025-11-19T14:30:02.190474968Z,D,14.0,14.0,14.0,1.0,14.0,2025-11-19T14:30:00Z,1.0,14.0,11.8,11.8,11.8,1.0,11.8,2025-11-14T05:00:00Z,10.0,11.8
BTC251219P00063000,,,,,,,24.39,36,B,21.84,37,U, ,2025-12-05T14:30:44.004370419Z,2025-12-19,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116C00067000,,,,,,,0.73,365,A,0.0,0,?,A,2025-12-05T14:34:02.344969389Z,2026-01-16,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115C00034000,0.5852,0.7375,0.0132,0.1847,-0.0115,0.1377,14.77,33,A,11.09,25,A,A,2025-12-05T14:46:42.174976082Z,2027-01-15,34000,12.22,12.22,12.22,1.0,12.22,2025-11-26T05:00:00Z,1.0,12.22,a,12.22,1.0,2025-11-26T20:57:46.523137451Z,E,12.22,12.22,12.22,1.0,12.22,2025-11-26T20:57:00Z,1.0,12.22,11.17,11.17,11.17,1.0,11.17,2025-11-21T05:00:00Z,1.0,11.17
BTC260320P00036000,0.4167,-0.2621,0.0364,-0.0348,-0.0126,0.07,2.53,15,P,0.67,759,A,A,2025-12-05T14:46:57.570104309Z,2026-03-20,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00030000,0.5929,0.8646,0.0171,0.0669,-0.0156,0.0467,12.69,767,X,10.07,716,X, ,2025-12-05T14:46:42.264721075Z,2026-03-20,30000,12.3,12.3,12.2,2.0,12.2,2025-12-03T05:00:00Z,7.0,12.285714,f,12.3,6.0,2025-12-03T20:55:50.116354516Z,C,12.3,12.3,12.3,1.0,12.3,2025-12-03T20:55:00Z,6.0,12.3,10.21,10.21,10.21,1.0,10.21,2025-12-01T05:00:00Z,1.0,10.21
BTC260320C00020000,0.9076,0.9547,0.0049,0.0504,-0.0106,0.0205,21.83,384,A,19.58,87,A,A,2025-12-05T14:46:28.204161877Z,2026-03-20,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00042000,0.47,0.492,0.0395,0.0469,-0.0208,0.0857,3.83,20,U,2.94,342,A,A,2025-12-05T14:46:43.746108148Z,2026-03-20,42000,3.7,4.01,3.7,3.0,4.01,2025-12-04T05:00:00Z,6.0,3.803333,I,3.7,4.0,2025-12-04T19:21:01.15068474Z,U,3.7,3.7,3.7,1.0,3.7,2025-12-04T19:21:00Z,4.0,3.7,3.75,3.75,3.42,7.0,3.42,2025-12-02T05:00:00Z,14.0,3.647857
BTC270115C00066000,0.5321,0.294,0.0153,0.0954,-0.0103,0.1455,4.62,72,A,1.77,36,A,A,2025-12-05T14:46:23.985710929Z,2027-01-15,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00050000,0.4951,0.2538,0.0301,0.0251,-0.0171,0.0688,1.78,82,A,1.07,136,A,A,2025-12-05T14:45:56.920572914Z,2026-03-20,50000,1.58,1.65,1.58,2.0,1.65,2025-12-04T05:00:00Z,5.0,1.594,g,1.58,4.0,2025-12-04T15:22:53.4441938Z,C,1.58,1.58,1.58,1.0,1.58,2025-12-04T15:22:00Z,4.0,1.58,1.79,1.79,1.75,2.0,1.75,2025-12-02T05:00:00Z,2.0,1.77
BTC270115P00041000,0.512,-0.3832,0.0177,-0.2617,-0.008,0.1612,9.68,23,A,6.67,22,A,A,2025-12-05T14:46:30.73019437Z,2027-01-15,41000,8.5,8.5,8.5,1.0,8.5,2025-12-03T05:00:00Z,6.0,8.5,I,8.5,6.0,2025-12-03T19:57:34.88747025Z,I,8.5,8.5,8.5,1.0,8.5,2025-12-03T19:57:00Z,6.0,8.5,7.4,7.4,7.4,1.0,7.4,2025-11-14T05:00:00Z,3.0,7.4
BTC260320P00068000,0.7449,-0.864,0.0136,-0.1805,-0.0102,0.0469,30.01,20,Z,26.31,20,Z, ,2025-12-05T14:45:03.144167516Z,2026-03-20,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320P00055000,0.5043,-0.8408,0.0224,-0.1405,-0.0075,0.0521,16.72,1,B,13.62,1,B, ,2025-12-05T14:30:01.320000904Z,2026-03-20,55000,8.8,8.8,8.8,1.0,8.8,2025-10-13T04:00:00Z,5.0,8.8,I,8.8,5.0,2025-10-13T14:09:30.077312454Z,N,8.8,8.8,8.8,1.0,8.8,2025-10-13T14:09:00Z,5.0,8.8,7.2,7.2,7.2,2.0,7.2,2025-10-08T04:00:00Z,2.0,7.2
BTC251219P00055000,0.9006,-0.9556,0.0133,-0.0204,-0.018,0.0074,16.149,36,U,13.83,28,U,A,2025-12-05T14:45:03.153035549Z,2025-12-19,55000,17.45,17.45,17.45,1.0,17.45,2025-12-01T05:00:00Z,1.0,17.45,a,17.45,1.0,2025-12-01T17:23:24.61435522Z,X,17.45,17.45,17.45,1.0,17.45,2025-12-01T17:23:00Z,1.0,17.45,12.23,12.23,12.23,1.0,12.23,2025-11-14T05:00:00Z,1.0,12.23
BTC260618P00046000,0.4946,-0.5591,0.0273,-0.1675,-0.0115,0.1155,9.57,127,A,8.36,183,A,A,2025-12-05T14:46:49.074244936Z,2026-06-18,46000,8.8,8.8,8.8,1.0,8.8,2025-12-03T05:00:00Z,3.0,8.8,I,8.8,3.0,2025-12-03T14:50:05.484042416Z,E,8.8,8.8,8.8,1.0,8.8,2025-12-03T14:50:00Z,3.0,8.8,,,,,,,,
BTC270115C00032000,0.558,0.7704,0.0129,0.192,-0.0104,0.1281,15.0,27,A,12.19,27,A,A,2025-12-05T14:46:59.329789147Z,2027-01-15,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260618C00037000,0.5281,0.6731,0.0233,0.1018,-0.0162,0.1056,8.58,324,A,7.24,253,A,A,2025-12-05T14:46:44.057299093Z,2026-06-18,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320P00063000,0.6693,-0.8537,0.0159,-0.1651,-0.0098,0.0493,24.52,33,B,21.9,33,B,A,2025-12-05T14:45:03.142434048Z,2026-03-20,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00041000,0.4862,0.5325,0.0381,0.05,-0.0216,0.0854,4.42,264,X,3.44,304,A,A,2025-12-05T14:46:29.778269609Z,2026-03-20,41000,4.84,4.84,4.0,2.0,4.0,2025-12-03T05:00:00Z,6.0,4.14,a,4.84,1.0,2025-12-03T18:18:04.191398557Z,A,4.84,4.84,4.0,2.0,4.0,2025-12-03T18:18:00Z,6.0,4.14,4.4,4.4,4.0,2.0,4.0,2025-12-02T05:00:00Z,15.0,4.266667
BTC280121P00038000,0.5621,-0.2882,0.0104,-0.4551,-0.0053,0.1994,11.73,27,A,7.95,30,S,A,2025-12-05T14:46:43.98196015Z,2028-01-21,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260618P00036000,0.5094,-0.2999,0.0233,-0.0829,-0.0117,0.1018,4.07,75,A,2.94,240,A,A,2025-12-05T14:46:59.591020957Z,2026-06-18,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00053000,0.5061,0.1958,0.0254,0.0195,-0.015,0.0594,1.42,42,Z,0.67,78,A,A,2025-12-05T14:46:47.450710059Z,2026-03-20,53000,1.1,1.2,1.1,2.0,1.2,2025-12-04T05:00:00Z,4.0,1.15,I,1.1,2.0,2025-12-04T19:13:11.122261581Z,U,1.1,1.1,1.1,1.0,1.1,2025-12-04T19:13:00Z,2.0,1.1,1.0,1.0,1.0,2.0,1.0,2025-11-24T05:00:00Z,5.0,1.0
BTC260116C00070000,,,,,,,0.77,528,A,0.0,0,?,A,2025-12-05T14:45:03.142222912Z,2026-01-16,70000,0.1,0.1,0.1,2.0,0.1,2025-12-04T05:00:00Z,2.0,0.1,I,0.1,1.0,2025-12-04T16:54:07.93784178Z,I,0.1,0.1,0.1,1.0,0.1,2025-12-04T16:54:00Z,1.0,0.1,0.2,0.2,0.2,1.0,0.2,2025-12-03T05:00:00Z,1.0,0.2
BTC270115C00035000,0.5298,0.7219,0.015,0.1919,-0.0109,0.1417,13.2,132,A,10.13,123,A,A,2025-12-05T14:46:32.898384969Z,2027-01-15,35000,12.4,12.6,12.4,2.0,12.6,2025-12-04T05:00:00Z,4.0,12.55,I,12.4,1.0,2025-12-04T19:44:31.720310839Z,H,12.4,12.4,12.4,1.0,12.4,2025-12-04T19:44:00Z,1.0,12.4,11.56,11.56,11.56,1.0,11.56,2025-11-26T05:00:00Z,15.0,11.56
BTC260116C00037000,0.505,0.7169,0.0493,0.0278,-0.0302,0.046,5.15,321,A,3.92,205,A,A,2025-12-05T14:46:44.210714326Z,2026-01-16,37000,3.2,3.5,3.2,3.0,3.5,2025-12-01T05:00:00Z,7.0,3.385714,f,3.2,1.0,2025-12-01T19:30:09.676221569Z,M,3.2,3.2,3.2,1.0,3.2,2025-12-01T19:30:00Z,1.0,3.2,4.15,4.15,4.1,3.0,4.1,2025-11-26T05:00:00Z,14.0,4.110714
BTC260320P00048000,0.4825,-0.7015,0.0335,-0.1072,-0.0133,0.0745,9.78,58,B,8.54,290,A,A,2025-12-05T14:46:37.840070408Z,2026-03-20,48000,8.9,8.9,8.9,1.0,8.9,2025-11-28T05:00:00Z,1.0,8.9,I,8.9,1.0,2025-11-28T17:26:20.154109356Z,T,8.9,8.9,8.9,1.0,8.9,2025-11-28T17:26:00Z,1.0,8.9,10.2,10.2,10.2,1.0,10.2,2025-11-26T05:00:00Z,1.0,10.2
BTC270115C00020000,0.6753,0.9169,0.0054,0.1605,-0.0067,0.0646,23.64,30,A,20.95,37,A,A,2025-12-05T14:46:47.572452118Z,2027-01-15,20000,22.44,22.44,22.44,1.0,22.44,2025-12-02T05:00:00Z,20.0,22.44,a,22.44,20.0,2025-12-02T20:28:00.451331117Z,A,22.44,22.44,22.44,1.0,22.44,2025-12-02T20:28:00Z,20.0,22.44,21.1,21.1,20.8,3.0,20.9,2025-11-25T05:00:00Z,11.0,20.845455
BTC270115P00039000,0.516,-0.348,0.017,-0.2343,-0.0079,0.1561,8.73,25,A,5.52,32,S,A,2025-12-05T14:46:30.369063198Z,2027-01-15,39000,7.26,7.26,7.26,1.0,7.26,2025-11-28T05:00:00Z,1.0,7.26,a,7.26,1.0,2025-11-28T16:42:20.337361035Z,X,7.26,7.26,7.26,1.0,7.26,2025-11-28T16:42:00Z,1.0,7.26,6.13,6.13,5.5,2.0,5.5,2025-11-04T05:00:00Z,2.0,5.815
BTC251219P00054000,,,,,,,15.01,36,U,12.71,34,A, ,2025-12-05T14:45:03.141607779Z,2025-12-19,54000,16.05,16.05,16.05,1.0,16.05,2025-11-24T05:00:00Z,9.0,16.05,g,16.04,9.0,2025-11-24T16:25:03.604761394Z,A,16.05,16.05,16.05,1.0,16.05,2025-11-24T16:25:00Z,9.0,16.05,11.65,11.65,11.54,2.0,11.54,2025-11-14T05:00:00Z,11.0,11.64
BTC251219P00065000,,,,,,,26.3,34,A,23.37,33,S,A,2025-12-05T14:46:40.977810994Z,2025-12-19,65000,15.22,15.22,15.22,1.0,15.22,2025-09-23T04:00:00Z,1.0,15.22,n,15.31,1.0,2025-09-23T13:30:01.650949672Z,C,15.22,15.22,15.22,1.0,15.22,2025-09-23T13:30:00Z,1.0,15.22,,,,,,,,
BTC260320P00064000,0.5515,-0.9193,0.0126,-0.174,-0.0023,0.0321,25.16,33,B,22.15,32,A,A,2025-12-05T14:46:41.044169669Z,2026-03-20,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00055000,0.5408,0.181,0.0227,0.018,-0.0152,0.0566,1.23,112,A,0.78,1,A,B,2025-12-05T14:46:55.393862166Z,2026-03-20,55000,0.98,0.98,0.98,1.0,0.98,2025-12-04T05:00:00Z,2.0,0.98,a,0.98,2.0,2025-12-04T16:23:54.940362935Z,X,0.98,0.98,0.98,1.0,0.98,2025-12-04T16:23:00Z,2.0,0.98,0.8,1.05,0.8,2.0,1.05,2025-12-03T05:00:00Z,3.0,0.966667
BTC270115C00050000,0.5503,0.4894,0.0172,0.1456,-0.0126,0.1685,8.48,76,A,4.54,63,A,A,2025-12-05T14:46:00.056338085Z,2027-01-15,50000,6.85,6.85,6.85,1.0,6.85,2025-12-02T05:00:00Z,1.0,6.85,a,6.85,1.0,2025-12-02T17:34:05.785365896Z,X,6.85,6.85,6.85,1.0,6.85,2025-12-02T17:34:00Z,1.0,6.85,6.0,6.0,6.0,1.0,6.0,2025-12-01T05:00:00Z,1.0,6.0
BTC260618P00033000,0.539,-0.2303,0.0193,-0.0632,-0.0111,0.089,3.23,232,A,1.98,15,M,A,2025-12-05T14:46:49.531334002Z,2026-06-18,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115P00057000,0.5305,-0.6115,0.0171,-0.4885,-0.0065,0.1619,20.52,15,M,18.33,25,A,A,2025-12-05T14:46:43.450828527Z,2027-01-15,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC280121C00045000,0.5831,0.6443,0.0109,0.2818,-0.0094,0.2177,14.42,24,A,10.71,13,S,A,2025-12-05T14:46:54.615557436Z,2028-01-21,45000,15.18,15.92,15.18,2.0,15.92,2025-11-13T05:00:00Z,3.0,15.426667,a,15.18,2.0,2025-11-13T17:57:23.505355445Z,X,15.18,15.18,15.18,1.0,15.18,2025-11-13T17:57:00Z,2.0,15.18,15.8,16.2,15.8,2.0,16.2,2025-11-06T05:00:00Z,20.0,16.0
BTC270115P00068000,0.5545,-0.7081,0.0147,-0.6345,-0.0046,0.145,30.12,9,M,27.24,12,T, ,2025-12-05T14:45:38.066088947Z,2027-01-15,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219C00034000,0.6926,0.9008,0.0321,0.0114,-0.037,0.0137,7.18,360,A,5.56,76,A,A,2025-12-05T14:46:12.71684877Z,2025-12-19,34000,6.57,6.57,6.57,1.0,6.57,2025-12-02T05:00:00Z,1.0,6.57,k,6.57,1.0,2025-12-02T15:15:20.745119186Z,C,6.57,6.57,6.57,1.0,6.57,2025-12-02T15:15:00Z,1.0,6.57,5.12,5.12,5.12,1.0,5.12,2025-11-24T05:00:00Z,1.0,5.12
BTC260320P00030000,0.5588,-0.1251,0.0172,-0.0169,-0.0112,0.0443,1.18,27,B,0.53,20,S, ,2025-12-05T14:45:03.142558707Z,2026-03-20,30000,0.9,0.9,0.9,1.0,0.9,2025-12-04T05:00:00Z,3.0,0.9,I,0.9,3.0,2025-12-04T19:48:18.68858324Z,U,0.9,0.9,0.9,1.0,0.9,2025-12-04T19:48:00Z,3.0,0.9,0.9,0.95,0.9,2.0,0.95,2025-12-03T05:00:00Z,2.0,0.925
BTC251219C00055000,,,,,,,0.08,2,X,0.0,0,?, ,2025-12-05T14:30:01.531728269Z,2025-12-19,55000,0.01,0.01,0.01,2.0,0.01,2025-12-04T05:00:00Z,2.0,0.01,a,0.01,1.0,2025-12-04T15:14:40.92131245Z,E,0.01,0.01,0.01,2.0,0.01,2025-12-04T15:14:00Z,2.0,0.01,0.08,0.08,0.05,2.0,0.05,2025-12-02T05:00:00Z,2.0,0.065
BTC270115P00052000,0.5193,-0.5531,0.018,-0.4188,-0.0072,0.167,17.07,28,A,13.93,21,A,A,2025-12-05T14:46:40.556010165Z,2027-01-15,52000,12.6,12.65,12.58,6.0,12.65,2025-10-21T04:00:00Z,76.0,12.591711,f,12.6,5.0,2025-10-21T17:18:17.629284228Z,I,12.6,12.6,12.58,4.0,12.6,2025-10-21T17:18:00Z,40.0,12.583,13.73,13.73,13.73,1.0,13.73,2025-10-17T04:00:00Z,5.0,13.73
BTC260320C00049000,0.4902,0.276,0.0317,0.0273,-0.0177,0.0718,1.93,41,N,1.22,31,B,A,2025-12-05T14:46:40.53905195Z,2026-03-20,49000,1.95,1.95,1.95,1.0,1.95,2025-12-01T05:00:00Z,74.0,1.95,f,1.95,74.0,2025-12-01T15:49:38.346830207Z,E,1.95,1.95,1.95,1.0,1.95,2025-12-01T15:49:00Z,74.0,1.95,1.95,2.0,1.95,3.0,2.0,2025-11-26T05:00:00Z,11.0,1.954545
BTC260116C00039000,0.4991,0.6054,0.0568,0.0241,-0.0333,0.0523,3.88,547,A,2.75,334,A,A,2025-12-05T14:46:33.231461975Z,2026-01-16,39000,4.0,4.0,4.0,1.0,4.0,2025-12-03T05:00:00Z,1.0,4.0,I,4.0,1.0,2025-12-03T15:30:54.707992396Z,U,4.0,4.0,4.0,1.0,4.0,2025-12-03T15:30:00Z,1.0,4.0,3.0,3.0,3.0,1.0,3.0,2025-12-02T05:00:00Z,2.0,3.0
BTC280121C00053000,0.5665,0.5629,0.0119,0.2652,-0.0095,0.2302,11.93,79,A,8.24,42,A,A,2025-12-05T14:46:49.910753104Z,2028-01-21,53000,15.58,15.58,15.5,2.0,15.5,2025-09-19T04:00:00Z,2.0,15.54,f,15.58,1.0,2025-09-19T15:14:15.981484279Z,N,15.58,15.58,15.58,1.0,15.58,2025-09-19T15:14:00Z,1.0,15.58,,,,,,,,
BTC270115P00074000,0.6302,-0.7034,0.013,-0.7011,-0.0054,0.1461,36.13,9,M,33.58,12,T,A,2025-12-05T14:45:42.575838243Z,2027-01-15,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260618P00054000,0.5356,-0.6978,0.0223,-0.2316,-0.0097,0.1021,16.55,48,B,14.25,307,A,A,2025-12-05T14:46:51.389913674Z,2026-06-18,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115C00027000,0.5733,0.8455,0.0098,0.1908,-0.0087,0.1004,18.32,24,A,15.09,25,A,A,2025-12-05T14:46:41.641503807Z,2027-01-15,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC280121C00051000,0.5798,0.5868,0.0115,0.2689,-0.0096,0.2276,12.58,20,A,9.16,25,A,A,2025-12-05T14:46:56.819087008Z,2028-01-21,51000,17.43,17.43,17.43,1.0,17.43,2025-10-29T04:00:00Z,1.0,17.43,a,17.43,1.0,2025-10-29T13:41:14.258350256Z,X,17.43,17.43,17.43,1.0,17.43,2025-10-29T13:41:00Z,1.0,17.43,20.0,20.0,20.0,3.0,20.0,2025-10-27T04:00:00Z,10.0,20.0
BTC280121C00032000,0.6076,0.7807,0.0083,0.2895,-0.008,0.1727,19.36,33,A,15.98,35,A,A,2025-12-05T14:46:52.233476961Z,2028-01-21,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219C00069000,,,,,,,0.23,36,S,0.0,0,?,A,2025-12-05T14:31:11.53132684Z,2025-12-19,69000,0.2,0.2,0.2,1.0,0.2,2025-11-03T05:00:00Z,1.0,0.2,I,0.2,1.0,2025-11-03T16:00:44.248273262Z,C,0.2,0.2,0.2,1.0,0.2,2025-11-03T16:00:00Z,1.0,0.2,1.15,1.15,1.15,1.0,1.15,2025-10-09T04:00:00Z,1.0,1.15
BTC260320C00068000,,,,,,,0.77,30,U,0.0,0,?, ,2025-12-05T14:45:03.142558707Z,2026-03-20,68000,2.0,2.0,2.0,1.0,2.0,2025-10-16T04:00:00Z,1.0,2.0,I,2.0,1.0,2025-10-16T15:43:42.665324873Z,I,2.0,2.0,2.0,1.0,2.0,2025-10-16T15:43:00Z,1.0,2.0,3.1,3.1,3.1,1.0,3.1,2025-10-10T04:00:00Z,1.0,3.1
BTC260320P00073000,0.7877,-0.8818,0.0117,-0.1965,-0.009,0.0425,35.05,1,I,30.95,1,I, ,2025-12-05T14:30:21.257801588Z,2026-03-20,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC280121C00047000,0.5872,0.6265,0.011,0.2769,-0.0095,0.2213,13.78,25,A,10.39,12,U,A,2025-12-05T14:46:41.802898699Z,2028-01-21,47000,15.0,15.0,15.0,1.0,15.0,2025-11-04T05:00:00Z,10.0,15.0,I,15.0,10.0,2025-11-04T17:10:23.848790048Z,J,15.0,15.0,15.0,1.0,15.0,2025-11-04T17:10:00Z,10.0,15.0,17.0,17.0,17.0,1.0,17.0,2025-11-03T05:00:00Z,10.0,17.0
BTC280121P00055000,0.5586,-0.4588,0.0122,-0.8319,-0.0048,0.2319,22.39,33,A,19.02,30,A,A,2025-12-05T14:46:41.165298061Z,2028-01-21,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116P00058000,0.8531,-0.8686,0.0184,-0.0612,-0.0239,0.029,20.12,21,B,16.63,20,B, ,2025-12-05T14:45:03.142468727Z,2026-01-16,58000,9.72,9.72,9.72,2.0,9.72,2025-09-08T04:00:00Z,3.0,9.72,g,9.72,2.0,2025-09-08T15:06:24.005804194Z,C,9.72,9.72,9.72,2.0,9.72,2025-09-08T15:06:00Z,3.0,9.72,10.68,10.68,10.68,1.0,10.68,2025-09-04T04:00:00Z,3.0,10.68
BTC251219C00049000,,,,,,,2.18,13,B,0.0,0,?, ,2025-12-05T14:30:02.406279112Z,2025-12-19,49000,0.1,0.13,0.1,2.0,0.13,2025-12-02T05:00:00Z,16.0,0.101875,I,0.12,15.0,2025-12-02T19:33:58.579964139Z,A,0.1,0.1,0.1,1.0,0.1,2025-12-02T19:33:00Z,15.0,0.1,0.18,0.18,0.18,2.0,0.18,2025-11-28T05:00:00Z,19.0,0.18
BTC260320C00070000,,,,,,,0.42,153,J,0.0,0,?, ,2025-12-05T14:46:02.774150827Z,2026-03-20,70000,0.26,0.26,0.26,2.0,0.26,2025-12-03T05:00:00Z,10.0,0.26,g,0.26,5.0,2025-12-03T20:58:19.748107868Z,C,0.26,0.26,0.26,2.0,0.26,2025-12-03T20:58:00Z,10.0,0.26,0.25,0.25,0.25,1.0,0.25,2025-12-01T05:00:00Z,1.0,0.25
BTC270115P00055000,0.5495,-0.5761,0.0169,-0.4593,-0.0073,0.1654,20.42,32,A,16.01,16,U,A,2025-12-05T14:46:46.589072265Z,2027-01-15,55000,18.1,18.1,17.8,2.0,17.8,2025-12-02T05:00:00Z,4.0,17.95,a,18.1,2.0,2025-12-02T19:54:35.07836244Z,X,18.1,18.1,18.1,1.0,18.1,2025-12-02T19:54:00Z,2.0,18.1,19.0,19.0,19.0,1.0,19.0,2025-12-01T05:00:00Z,2.0,19.0
BTC260618P00042000,0.4856,-0.4609,0.0279,-0.1323,-0.012,0.1162,7.0,127,B,5.62,181,A,A,2025-12-05T14:46:43.355132227Z,2026-06-18,42000,7.09,7.09,7.09,1.0,7.09,2025-11-19T05:00:00Z,1.0,7.09,g,7.09,1.0,2025-11-19T18:14:44.831107005Z,C,7.09,7.09,7.09,1.0,7.09,2025-11-19T18:14:00Z,1.0,7.09,,,,,,,,
BTC251219C00071000,,,,,,,0.77,346,A,0.0,0,?,A,2025-12-05T14:34:02.342004095Z,2025-12-19,71000,0.5,0.5,0.5,1.0,0.5,2025-09-10T04:00:00Z,1.0,0.5,a,0.5,1.0,2025-09-10T15:17:47.267368906Z,X,0.5,0.5,0.5,1.0,0.5,2025-09-10T15:17:00Z,1.0,0.5,,,,,,,,
BTC270115C00058000,0.5174,0.3684,0.0173,0.1174,-0.0111,0.1593,5.68,47,A,2.73,35,A,A,2025-12-05T14:46:55.560716186Z,2027-01-15,58000,4.24,4.24,4.24,1.0,4.24,2025-11-24T05:00:00Z,1.0,4.24,a,4.24,1.0,2025-11-24T17:13:34.963358527Z,X,4.24,4.24,4.24,1.0,4.24,2025-11-24T17:13:00Z,1.0,4.24,,,,,,,,
BTC260618C00030000,0.5535,0.8326,0.0155,0.112,-0.0125,0.0734,13.57,316,A,11.21,346,A,A,2025-12-05T14:46:24.291811044Z,2026-06-18,30000,13.1,13.1,13.1,1.0,13.1,2025-12-02T05:00:00Z,1.0,13.1,I,13.07,1.0,2025-12-02T20:31:03.831386851Z,B,13.1,13.1,13.1,1.0,13.1,2025-12-02T20:31:00Z,1.0,13.1,11.51,11.51,11.51,1.0,11.51,2025-11-26T05:00:00Z,1.0,11.51
BTC260618P00041000,0.5031,-0.4314,0.0267,-0.124,-0.0125,0.1151,6.69,149,A,5.18,170,A,A,2025-12-05T14:46:46.61203712Z,2026-06-18,41000,5.7,5.7,5.7,1.0,5.7,2025-12-03T05:00:00Z,9.0,5.7,I,5.7,9.0,2025-12-03T18:20:53.369385145Z,A,5.7,5.7,5.7,1.0,5.7,2025-12-03T18:20:00Z,9.0,5.7,6.95,6.95,6.95,1.0,6.95,2025-11-25T05:00:00Z,1.0,6.95
BTC270115P00028000,0.541,-0.1637,0.0108,-0.1024,-0.0061,0.1043,4.22,22,A,1.07,37,A,A,2025-12-05T14:46:28.663526004Z,2027-01-15,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115P00038000,0.5167,-0.3305,0.0166,-0.2207,-0.0079,0.1531,8.119,22,P,5.09,29,S,A,2025-12-05T14:45:13.26452107Z,2027-01-15,38000,7.17,7.17,7.17,1.0,7.17,2025-11-19T05:00:00Z,1.0,7.17,f,7.17,1.0,2025-11-19T16:46:12.497450274Z,I,7.17,7.17,7.17,1.0,7.17,2025-11-19T16:46:00Z,1.0,7.17,,,,,,,,
BTC260320P00070000,0.6929,-0.9011,0.0117,-0.1896,-0.0056,0.0374,31.56,20,Z,28.05,20,Z, ,2025-12-05T14:45:03.144207625Z,2026-03-20,70000,27.1,27.1,27.1,1.0,27.1,2025-11-14T05:00:00Z,5.0,27.1,a,27.1,5.0,2025-11-14T17:15:27.150361791Z,X,27.1,27.1,27.1,1.0,27.1,2025-11-14T17:15:00Z,5.0,27.1,22.85,22.85,22.85,1.0,22.85,2025-10-30T04:00:00Z,5.0,22.85
BTC260618P00047000,0.5006,-0.5798,0.0267,-0.176,-0.0114,0.1144,10.38,138,B,9.07,138,B,A,2025-12-05T14:45:09.306269877Z,2026-06-18,47000,8.98,8.98,8.98,1.0,8.98,2025-11-14T05:00:00Z,5.0,8.98,g,8.98,5.0,2025-11-14T19:06:10.698141855Z,C,8.98,8.98,8.98,1.0,8.98,2025-11-14T19:06:00Z,5.0,8.98,,,,,,,,
BTC260116C00075000,,,,,,,0.77,365,A,0.0,0,?,A,2025-12-05T14:34:02.346016395Z,2026-01-16,75000,0.55,0.55,0.55,1.0,0.55,2025-11-13T05:00:00Z,1.0,0.55,I,0.55,1.0,2025-11-13T18:52:44.758002008Z,B,0.55,0.55,0.55,1.0,0.55,2025-11-13T18:52:00Z,1.0,0.55,0.37,0.37,0.37,1.0,0.37,2025-11-07T05:00:00Z,10.0,0.37
BTC251219P00072000,,,,,,,33.95,32,C,30.39,36,U,A,2025-12-05T14:46:46.927769704Z,2025-12-19,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
