symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC260116P00045000,0.4836,-0.7647,0.0421,-0.0572,-0.0158,0.0465,5.8,5.8,5.8,1.0,5.8,2025-11-20T05:00:00Z,1.0,5.8,7.86,76,X,6.91,441,A,A,2025-11-20T19:52:55.689144485Z,a,5.8,1.0,2025-11-20T14:30:00.678978407Z,M,5.8,5.8,5.8,1.0,5.8,2025-11-20T14:30:00Z,1.0,5.8,6.57,6.57,6.0,2.0,6.0,2025-11-19T05:00:00Z,7.0,6.407143,2026-01-16,45000
BTC270115C00039000,0.5643,0.6322,0.0163,0.1704,-0.0118,0.1548,21.84,21.84,21.84,1.0,21.84,2025-10-03T04:00:00Z,5.0,21.84,10.53,8,S,8.31,6,U,A,2025-11-20T19:45:48.206913835Z,a,21.84,5.0,2025-10-03T19:52:09.0333835Z,X,21.84,21.84,21.84,1.0,21.84,2025-10-03T19:52:00Z,5.0,21.84,18.59,18.59,18.59,1.0,18.59,2025-09-17T04:00:00Z,5.0,18.59,2027-01-15,39000
BTC251219P00062000,,,,,,,11.65,11.65,11.65,1.0,11.65,2025-08-14T04:00:00Z,1.0,11.65,25.44,15,X,22.17,20,E, ,2025-11-20T19:53:00.363336377Z,f,11.65,1.0,2025-08-14T14:19:00.805209005Z,M,11.65,11.65,11.65,1.0,11.65,2025-08-14T14:19:00Z,1.0,11.65,,,,,,,,,2025-12-19,62000
BTC260618C00055000,0.5832,0.291,0.0203,0.0497,-0.0147,0.0995,2.71,2.72,2.71,2.0,2.72,2025-11-19T05:00:00Z,3.0,2.716667,3.23,714,X,1.77,37,N,A,2025-11-20T19:53:07.564231357Z,f,2.71,1.0,2025-11-19T17:52:10.601146468Z,M,2.71,2.72,2.71,2.0,2.72,2025-11-19T17:52:00Z,3.0,2.716667,2.61,2.61,2.61,1.0,2.61,2025-11-17T05:00:00Z,3.0,2.61,2026-06-18,55000
BTC251121C00065000,,,,,,,0.28,0.42,0.25,5.0,0.27,2025-10-21T04:00:00Z,8.0,0.30125,0.73,512,X,0.0,0,?, ,2025-11-20T19:45:48.206215759Z,a,0.28,4.0,2025-10-21T18:32:01.216032851Z,M,0.28,0.28,0.28,1.0,0.28,2025-10-21T18:32:00Z,4.0,0.28,0.25,0.25,0.25,1.0,0.25,2025-10-16T04:00:00Z,5.0,0.25,2025-11-21,65000
BTC260320P00051000,0.4821,-0.804,0.0262,-0.1442,-0.0076,0.0607,6.7,6.7,6.0,3.0,6.0,2025-10-13T04:00:00Z,13.0,6.646154,13.94,40,C,12.29,57,C,A,2025-11-20T19:52:45.773568619Z,g,6.7,10.0,2025-10-13T15:57:47.551149567Z,C,6.7,6.7,6.7,1.0,6.7,2025-10-13T15:57:00Z,10.0,6.7,5.5,5.5,5.5,1.0,5.5,2025-10-09T04:00:00Z,13.0,5.5,2026-03-20,51000
BTC260116P00031000,0.5504,-0.1347,0.0261,-0.009,-0.0152,0.0328,,,,,,,,,0.98,85,N,0.27,857,X,A,2025-11-20T19:50:52.296412131Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,31000
BTC270115C00035000,0.5628,0.6971,0.0151,0.1802,-0.0111,0.1435,13.4,13.4,13.4,1.0,13.4,2025-11-17T05:00:00Z,3.0,13.4,12.52,13,M,9.57,14,A,A,2025-11-20T19:53:06.333820361Z,I,13.4,3.0,2025-11-17T16:01:27.499487413Z,I,13.4,13.4,13.4,1.0,13.4,2025-11-17T16:01:00Z,3.0,13.4,14.25,14.25,14.25,1.0,14.25,2025-11-14T05:00:00Z,2.0,14.25,2027-01-15,35000
BTC260320C00072000,,,,,,,,,,,,,,,0.73,292,A,0.0,0,?, ,2025-11-20T19:45:48.206690705Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,72000
BTC251219C00073000,,,,,,,0.35,0.35,0.34,2.0,0.34,2025-11-17T05:00:00Z,2.0,0.345,0.73,459,A,0.0,0,?,A,2025-11-20T19:45:48.221583525Z,f,0.35,1.0,2025-11-17T14:55:05.343820309Z,W,0.35,0.35,0.34,2.0,0.34,2025-11-17T14:55:00Z,2.0,0.345,0.3,0.3,0.3,1.0,0.3,2025-10-17T04:00:00Z,1.0,0.3,2025-12-19,73000
BTC251219P00074000,,,,,,,,,,,,,,,36.43,21,X,34.18,20,E, ,2025-11-20T19:52:55.614567154Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,74000
BTC260116P00056000,0.3871,-0.9912,0.0041,-0.0864,0.0047,0.0036,6.06,6.06,6.06,2.0,6.06,2025-10-08T04:00:00Z,5.0,6.06,18.23,24,X,16.6,35,B, ,2025-11-20T19:46:24.959978283Z,a,6.06,2.0,2025-10-08T14:07:01.632388376Z,B,6.06,6.06,6.06,2.0,6.06,2025-10-08T14:07:00Z,5.0,6.06,6.06,6.06,6.06,1.0,6.06,2025-10-07T04:00:00Z,3.0,6.06,2026-01-16,56000
BTC260320P00046000,0.4468,-0.706,0.0351,-0.1176,-0.0103,0.0756,7.95,7.95,7.95,1.0,7.95,2025-11-19T05:00:00Z,1.0,7.95,9.67,70,N,7.85,783,X,A,2025-11-20T19:53:06.023089034Z,I,7.95,1.0,2025-11-19T15:23:19.045064582Z,Z,7.95,7.95,7.95,1.0,7.95,2025-11-19T15:23:00Z,1.0,7.95,7.0,7.0,7.0,1.0,7.0,2025-11-14T05:00:00Z,3.0,7.0,2026-03-20,46000
BTC251219P00071000,,,,,,,,,,,,,,,34.51,21,X,30.95,20,E, ,2025-11-20T19:53:04.980324519Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,71000
BTC260116P00044000,0.4073,-0.7734,0.0489,-0.0559,-0.0124,0.0455,,,,,,,,,7.12,61,X,5.32,68,A,A,2025-11-20T19:52:59.92545311Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,44000
BTC270115P00063000,0.5429,-0.6897,0.0158,-0.5999,-0.0044,0.145,,,,,,,,,26.9,7,U,24.35,12,E,A,2025-11-20T19:51:06.518887206Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,63000
BTC251121P00048000,,,,,,,7.2,7.2,7.2,1.0,7.2,2025-11-19T05:00:00Z,2.0,7.2,10.02,16,P,8.24,38,B, ,2025-11-20T19:45:48.206157262Z,I,7.2,2.0,2025-11-19T15:10:04.447119726Z,I,7.2,7.2,7.2,1.0,7.2,2025-11-19T15:10:00Z,2.0,7.2,7.14,7.14,7.14,2.0,7.14,2025-11-18T05:00:00Z,3.0,7.14,2025-11-21,48000
BTC260116P00073000,,,,,,,,,,,,,,,36.48,16,Z,33.88,20,E, ,2025-11-20T19:53:00.854921626Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,73000
BTC251219C00042000,0.5362,0.3013,0.0602,0.0083,-0.0359,0.0376,1.05,1.35,1.05,9.0,1.05,2025-11-20T05:00:00Z,244.0,1.200041,1.03,116,S,1.02,7,D, ,2025-11-20T19:53:07.16696618Z,g,1.05,1.0,2025-11-20T19:37:09.09686652Z,C,1.05,1.05,1.05,1.0,1.05,2025-11-20T19:37:00Z,1.0,1.05,1.47,1.75,1.4,9.0,1.75,2025-11-19T05:00:00Z,28.0,1.499643,2025-12-19,42000
BTC251219P00032000,,,,,,,,,,,,,,,0.58,43,P,0.0,0,?, ,2025-11-20T19:41:19.740522684Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,32000
BTC251219C00071000,,,,,,,0.5,0.5,0.5,1.0,0.5,2025-09-10T04:00:00Z,1.0,0.5,0.77,450,A,0.0,0,?,A,2025-11-20T19:45:48.222303898Z,a,0.5,1.0,2025-09-10T15:17:47.267368906Z,X,0.5,0.5,0.5,1.0,0.5,2025-09-10T15:17:00Z,1.0,0.5,,,,,,,,,2025-12-19,71000
BTC260320P00044000,0.4746,-0.6297,0.0363,-0.1038,-0.0131,0.0828,4.1,4.1,4.1,1.0,4.1,2025-11-12T05:00:00Z,1.0,4.1,8.34,346,X,6.63,761,X, ,2025-11-20T19:45:48.206254717Z,I,4.1,1.0,2025-11-12T14:30:00.518041804Z,I,4.1,4.1,4.1,1.0,4.1,2025-11-12T14:30:00Z,1.0,4.1,4.0,4.0,4.0,1.0,4.0,2025-10-17T04:00:00Z,5.0,4.0,2026-03-20,44000
BTC251219C00054000,,,,,,,0.15,0.15,0.15,1.0,0.15,2025-11-18T05:00:00Z,4.0,0.15,0.73,673,A,0.0,0,?,A,2025-11-20T19:45:48.220394426Z,I,0.15,4.0,2025-11-18T15:15:38.790224172Z,U,0.15,0.15,0.15,1.0,0.15,2025-11-18T15:15:00Z,4.0,0.15,0.13,0.22,0.13,2.0,0.22,2025-11-17T05:00:00Z,2.0,0.175,2025-12-19,54000
BTC251219P00034000,0.5611,-0.199,0.0461,-0.0066,-0.0282,0.0301,0.63,0.63,0.6,3.0,0.6,2025-11-20T05:00:00Z,3.0,0.62,0.97,77,Z,0.48,241,X, ,2025-11-20T19:49:54.236662417Z,g,0.63,1.0,2025-11-20T17:57:04.026861935Z,C,0.63,0.63,0.63,2.0,0.63,2025-11-20T17:57:00Z,2.0,0.63,0.6,0.6,0.48,2.0,0.48,2025-11-19T05:00:00Z,3.0,0.56,2025-12-19,34000
BTC260618C00044000,0.5905,0.484,0.0233,0.0775,-0.0176,0.1157,,,,,,,,,6.08,709,X,4.019,49,A,A,2025-11-20T19:52:54.053796906Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,44000
BTC260116P00075000,,,,,,,22.0,22.0,22.0,1.0,22.0,2025-10-03T04:00:00Z,3.0,22.0,36.71,15,Z,35.69,20,E, ,2025-11-20T19:51:23.772412317Z,I,22.0,3.0,2025-10-03T13:31:33.570626847Z,I,22.0,22.0,22.0,1.0,22.0,2025-10-03T13:31:00Z,3.0,22.0,24.95,24.95,24.95,2.0,24.95,2025-09-08T04:00:00Z,3.0,24.95,2026-01-16,75000
BTC260320P00055000,0.4633,-0.8822,0.0194,-0.1655,-0.0031,0.0433,8.8,8.8,8.8,1.0,8.8,2025-10-13T04:00:00Z,5.0,8.8,17.34,44,C,15.81,47,B,A,2025-11-20T19:52:29.799450515Z,I,8.8,5.0,2025-10-13T14:09:30.077312454Z,N,8.8,8.8,8.8,1.0,8.8,2025-10-13T14:09:00Z,5.0,8.8,7.2,7.2,7.2,2.0,7.2,2025-10-08T04:00:00Z,2.0,7.2,2026-03-20,55000
BTC260618P00052000,0.4599,-0.74,0.0243,-0.2458,-0.0059,0.0941,,,,,,,,,15.49,16,S,13.33,47,B,A,2025-11-20T19:51:14.988536149Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,52000
BTC260320C00046000,0.5848,0.3654,0.0293,0.0371,-0.0213,0.0825,2.95,2.95,2.85,2.0,2.85,2025-11-19T05:00:00Z,10.0,2.9,3.22,757,X,2.17,23,P, ,2025-11-20T19:45:48.206287764Z,I,2.95,5.0,2025-11-19T16:56:44.71390412Z,P,2.95,2.95,2.85,2.0,2.85,2025-11-19T16:56:00Z,10.0,2.9,3.5,3.5,3.5,1.0,3.5,2025-11-18T05:00:00Z,5.0,3.5,2026-03-20,46000
BTC260618C00056000,0.5584,0.2621,0.0201,0.0456,-0.0134,0.0945,,,,,,,,,3.15,388,A,1.07,355,A,A,2025-11-20T19:53:00.979974551Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,56000
BTC251121C00056000,,,,,,,0.02,0.02,0.02,1.0,0.02,2025-11-17T05:00:00Z,8.0,0.02,0.42,483,A,0.0,0,?,A,2025-11-20T19:45:48.228173406Z,a,0.02,8.0,2025-11-17T20:03:36.027364382Z,X,0.02,0.02,0.02,1.0,0.02,2025-11-17T20:03:00Z,8.0,0.02,0.19,0.35,0.15,3.0,0.35,2025-11-03T05:00:00Z,3.0,0.23,2025-11-21,56000
BTC270115P00064000,0.5324,-0.7066,0.0157,-0.6152,-0.0038,0.1414,,,,,,,,,28.32,21,P,24.29,15,E, ,2025-11-20T19:37:04.342906369Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,64000
BTC280121P00047000,0.5293,-0.4138,0.0131,-0.6768,-0.0045,0.2196,14.38,14.38,14.38,2.0,14.38,2025-11-17T05:00:00Z,2.0,14.38,17.07,38,A,13.65,26,P,A,2025-11-20T19:52:45.717053041Z,a,14.38,1.0,2025-11-17T14:53:33.480833356Z,E,14.38,14.38,14.38,2.0,14.38,2025-11-17T14:53:00Z,2.0,14.38,10.85,10.85,10.85,1.0,10.85,2025-10-13T04:00:00Z,2.0,10.85,2028-01-21,47000
BTC280121C00048000,0.5783,0.5963,0.0119,0.2633,-0.0091,0.2183,17.8,17.8,17.8,1.0,17.8,2025-10-14T04:00:00Z,10.0,17.8,13.02,36,A,8.34,13,E,A,2025-11-20T19:52:28.299095231Z,I,17.8,10.0,2025-10-14T13:30:00.390839788Z,I,17.8,17.8,17.8,1.0,17.8,2025-10-14T13:30:00Z,10.0,17.8,18.0,18.0,17.6,9.0,17.6,2025-09-19T04:00:00Z,36.0,17.904167,2028-01-21,48000
BTC280121C00050000,0.5926,0.5839,0.0117,0.2568,-0.0093,0.2198,10.3,10.3,10.1,3.0,10.1,2025-11-20T05:00:00Z,4.0,10.15,12.55,71,A,8.46,25,P,A,2025-11-20T19:52:49.213252216Z,I,10.3,1.0,2025-11-20T17:58:37.51878286Z,U,10.3,10.3,10.3,1.0,10.3,2025-11-20T17:58:00Z,1.0,10.3,10.1,10.75,10.1,3.0,10.75,2025-11-19T05:00:00Z,9.0,10.606667,2028-01-21,50000
BTC260320P00072000,0.7539,-0.8882,0.0115,-0.2222,-0.006,0.0417,,,,,,,,,34.86,22,C,32.32,20,B,A,2025-11-20T19:53:02.344199877Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,72000
BTC251219C00051000,0.5661,0.0444,0.0154,0.0013,-0.01,0.0101,0.2,0.25,0.2,4.0,0.25,2025-11-18T05:00:00Z,14.0,0.205714,0.18,32,P,0.03,44,E, ,2025-11-20T19:37:04.342410311Z,I,0.2,3.0,2025-11-18T15:34:25.478595968Z,S,0.2,0.2,0.2,1.0,0.2,2025-11-18T15:34:00Z,3.0,0.2,0.25,0.35,0.25,5.0,0.35,2025-11-17T05:00:00Z,8.0,0.29375,2025-12-19,51000
BTC260116C00042000,0.571,0.3923,0.0445,0.0201,-0.0305,0.0581,,,,,,,,,2.61,659,A,1.62,71,A,A,2025-11-20T19:52:16.699386538Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,42000
BTC270115C00043000,0.5854,0.5764,0.0163,0.1579,-0.0125,0.1609,10.7,10.7,10.7,1.0,10.7,2025-11-14T05:00:00Z,3.0,10.7,10.13,53,A,6.6,22,A,A,2025-11-20T19:52:55.636153552Z,I,10.7,3.0,2025-11-14T14:30:01.857150227Z,X,10.7,10.7,10.7,1.0,10.7,2025-11-14T14:30:00Z,3.0,10.7,11.8,11.9,11.8,2.0,11.9,2025-11-06T05:00:00Z,2.0,11.85,2027-01-15,43000
BTC270115P00025000,0.4451,-0.1125,0.0104,-0.064,-0.0036,0.0785,2.0,2.0,2.0,1.0,2.0,2025-11-19T05:00:00Z,1.0,2.0,2.27,1,H,0.22,59,A,A,2025-11-20T19:52:48.170560518Z,I,2.0,1.0,2025-11-19T16:13:02.866426563Z,P,2.0,2.0,2.0,1.0,2.0,2025-11-19T16:13:00Z,1.0,2.0,2.15,2.15,1.5,2.0,1.5,2025-11-17T05:00:00Z,9.0,1.572222,2027-01-15,25000
BTC260320C00067000,0.6208,0.0868,0.0116,0.0094,-0.0093,0.0347,,,,,,,,,0.87,159,A,0.08,14,U,A,2025-11-20T19:51:30.771132459Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,67000
BTC260320C00069000,0.6297,0.0781,0.0106,0.0084,-0.0087,0.032,3.12,3.25,3.12,2.0,3.25,2025-10-03T04:00:00Z,5.0,3.172,0.82,274,A,0.03,31,P,A,2025-11-20T19:51:59.664720658Z,g,3.12,3.0,2025-10-03T17:52:31.474796422Z,C,3.12,3.12,3.12,1.0,3.12,2025-10-03T17:52:00Z,3.0,3.12,,,,,,,,,2026-03-20,69000
BTC280121P00044000,0.5469,-0.3752,0.0123,-0.6106,-0.0048,0.2137,11.25,11.25,11.25,1.0,11.25,2025-11-04T05:00:00Z,1.0,11.25,15.95,5,A,11.62,14,S,A,2025-11-20T19:52:50.930213122Z,f,11.25,1.0,2025-11-04T19:04:30.563671391Z,I,11.25,11.25,11.25,1.0,11.25,2025-11-04T19:04:00Z,1.0,11.25,,,,,,,,,2028-01-21,44000
BTC251219C00065000,,,,,,,0.1,0.1,0.03,2.0,0.03,2025-11-17T05:00:00Z,4.0,0.0825,0.77,459,A,0.0,0,?,A,2025-11-20T19:45:48.220715614Z,a,0.1,3.0,2025-11-17T20:30:40.641358222Z,X,0.1,0.1,0.1,1.0,0.1,2025-11-17T20:30:00Z,3.0,0.1,0.08,0.08,0.08,1.0,0.08,2025-11-13T05:00:00Z,1.0,0.08,2025-12-19,65000
BTC260116P00050000,0.3673,-0.9581,0.0161,-0.0752,0.0008,0.0135,11.42,11.42,11.42,1.0,11.42,2025-11-20T05:00:00Z,2.0,11.42,12.32,50,E,10.73,68,A,A,2025-11-20T19:52:50.723490151Z,g,11.42,2.0,2025-11-20T17:47:29.574716581Z,C,11.42,11.42,11.42,1.0,11.42,2025-11-20T17:47:00Z,2.0,11.42,9.38,9.46,9.38,2.0,9.46,2025-11-18T05:00:00Z,2.0,9.42,2026-01-16,50000
BTC251121P00039000,0.69,-0.6947,0.2536,-0.0008,-0.2391,0.007,0.94,0.99,0.05,8.0,0.05,2025-11-20T05:00:00Z,11.0,0.661818,1.13,37,B,0.87,45,P,A,2025-11-20T19:53:07.750637268Z,a,0.94,1.0,2025-11-20T19:36:32.618695705Z,E,0.94,0.94,0.94,1.0,0.94,2025-11-20T19:36:00Z,1.0,0.94,0.55,0.8,0.55,11.0,0.59,2025-11-19T05:00:00Z,116.0,0.630603,2025-11-21,39000
BTC260618C00060000,0.5628,0.2147,0.0179,0.0378,-0.012,0.0847,1.95,1.95,1.95,1.0,1.95,2025-11-17T05:00:00Z,5.0,1.95,2.32,313,A,0.98,131,B,A,2025-11-20T19:51:59.997354416Z,I,1.95,5.0,2025-11-17T19:52:59.040313371Z,P,1.95,1.95,1.95,1.0,1.95,2025-11-17T19:52:00Z,5.0,1.95,3.21,3.21,3.21,1.0,3.21,2025-11-04T05:00:00Z,4.0,3.21,2026-06-18,60000
BTC251219P00033000,0.5891,-0.1604,0.0384,-0.0053,-0.026,0.0263,0.2,0.77,0.2,5.0,0.6,2025-11-20T05:00:00Z,6.0,0.526667,0.88,92,A,0.28,304,X,A,2025-11-20T19:53:03.24412644Z,I,0.28,2.0,2025-11-20T19:09:47.310324566Z,J,0.2,0.2,0.2,1.0,0.2,2025-11-20T19:09:00Z,2.0,0.2,0.55,0.55,0.28,4.0,0.33,2025-11-19T05:00:00Z,22.0,0.327273,2025-12-19,33000
BTC260320P00030000,0.5142,-0.155,0.0211,-0.0229,-0.0105,0.0523,1.23,1.23,1.2,3.0,1.21,2025-11-19T05:00:00Z,4.0,1.2125,1.57,26,P,0.53,795,X, ,2025-11-20T19:46:16.172223496Z,a,1.23,1.0,2025-11-19T20:43:42.098851089Z,J,1.23,1.23,1.23,1.0,1.23,2025-11-19T20:43:00Z,1.0,1.23,1.04,1.07,1.04,4.0,1.07,2025-11-17T05:00:00Z,4.0,1.05,2026-03-20,30000
BTC251219C00046000,0.5445,0.135,0.037,0.0038,-0.0225,0.0234,0.3,0.3,0.3,1.0,0.3,2025-11-20T05:00:00Z,10.0,0.3,0.43,119,X,0.32,80,A,A,2025-11-20T19:53:03.169117672Z,I,0.3,10.0,2025-11-20T18:21:37.933497373Z,U,0.3,0.3,0.3,1.0,0.3,2025-11-20T18:21:00Z,10.0,0.3,0.83,0.9,0.83,8.0,0.83,2025-11-18T05:00:00Z,16.0,0.8475,2025-12-19,46000
BTC260618C00049000,0.5814,0.3852,0.0227,0.064,-0.0165,0.111,7.5,7.5,7.5,1.0,7.5,2025-10-30T04:00:00Z,5.0,7.5,4.52,387,A,2.72,8,U,A,2025-11-20T19:51:54.862100057Z,I,7.5,5.0,2025-10-30T17:23:20.060964512Z,A,7.5,7.5,7.5,1.0,7.5,2025-10-30T17:23:00Z,5.0,7.5,8.96,8.96,8.96,1.0,8.96,2025-10-29T04:00:00Z,1.0,8.96,2026-06-18,49000
BTC260320P00047000,0.46,-0.7258,0.033,-0.123,-0.0101,0.0731,7.82,7.82,7.82,1.0,7.82,2025-11-17T05:00:00Z,5.0,7.82,10.45,24,U,8.84,685,X, ,2025-11-20T19:45:48.206287764Z,g,7.82,5.0,2025-11-17T15:47:43.895670218Z,C,7.82,7.82,7.82,1.0,7.82,2025-11-17T15:47:00Z,5.0,7.82,5.7,5.7,5.7,1.0,5.7,2025-11-10T05:00:00Z,1.0,5.7,2026-03-20,47000
BTC251219C00057000,,,,,,,0.18,0.18,0.18,1.0,0.18,2025-11-13T05:00:00Z,1.0,0.18,0.62,459,A,0.0,0,?,A,2025-11-20T19:45:44.319998188Z,a,0.18,1.0,2025-11-13T18:56:01.875362194Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-13T18:56:00Z,1.0,0.18,0.38,0.38,0.38,1.0,0.38,2025-11-11T05:00:00Z,4.0,0.38,2025-12-19,57000
BTC260320P00056000,0.4518,-0.9018,0.0175,-0.1708,-0.0017,0.038,10.2,10.2,10.2,1.0,10.2,2025-08-05T04:00:00Z,1.0,10.2,18.34,40,C,16.56,71,X,A,2025-11-20T19:52:16.924973323Z,I,10.28,1.0,2025-08-05T14:42:23.458168002Z,X,10.2,10.2,10.2,1.0,10.2,2025-08-05T14:42:00Z,1.0,10.2,,,,,,,,,2026-03-20,56000
BTC260116C00075000,,,,,,,0.55,0.55,0.55,1.0,0.55,2025-11-13T05:00:00Z,1.0,0.55,0.77,476,A,0.08,20,Z,B,2025-11-20T19:45:48.207171858Z,I,0.55,1.0,2025-11-13T18:52:44.758002008Z,B,0.55,0.55,0.55,1.0,0.55,2025-11-13T18:52:00Z,1.0,0.55,0.37,0.37,0.37,1.0,0.37,2025-11-07T05:00:00Z,10.0,0.37,2026-01-16,75000
BTC260618P00056000,0.5044,-0.7728,0.0206,-0.2746,-0.0056,0.0875,,,,,,,,,19.02,13,E,17.31,47,B,A,2025-11-20T19:52:10.587701034Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,56000
BTC251219P00060000,0.9805,-0.9304,0.0126,-0.0456,-0.0182,0.0144,12.5,12.5,12.5,1.0,12.5,2025-10-21T04:00:00Z,1.0,12.5,23.53,16,X,20.16,21,E,A,2025-11-20T19:53:06.70525057Z,g,12.5,1.0,2025-10-21T13:40:03.531830166Z,C,12.5,12.5,12.5,1.0,12.5,2025-10-21T13:40:00Z,1.0,12.5,13.0,13.0,13.0,1.0,13.0,2025-10-16T04:00:00Z,1.0,13.0,2025-12-19,60000
BTC270115C00060000,0.5866,0.3687,0.0156,0.1111,-0.0117,0.155,4.82,4.82,4.82,1.0,4.82,2025-11-19T05:00:00Z,1.0,4.82,5.52,95,A,3.42,65,A,A,2025-11-20T19:52:33.059650938Z,f,4.82,1.0,2025-11-19T20:50:49.153384594Z,X,4.82,4.82,4.82,1.0,4.82,2025-11-19T20:50:00Z,1.0,4.82,5.1,5.1,5.05,2.0,5.05,2025-11-18T05:00:00Z,2.0,5.075,2027-01-15,60000
BTC251121P00055000,,,,,,,8.75,8.75,8.75,1.0,8.75,2025-11-11T05:00:00Z,1.0,8.75,16.71,25,U,15.53,38,B, ,2025-11-20T19:45:48.2062067Z,g,8.75,1.0,2025-11-11T15:15:08.54299221Z,C,8.75,8.75,8.75,1.0,8.75,2025-11-11T15:15:00Z,1.0,8.75,6.65,6.65,6.65,1.0,6.65,2025-10-31T04:00:00Z,10.0,6.65,2025-11-21,55000
BTC260618C00065000,0.5472,0.1544,0.015,0.0278,-0.0095,0.069,,,,,,,,,1.83,312,A,0.32,443,A,A,2025-11-20T19:53:08.486121516Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,65000
BTC260320C00065000,,,,,,,0.45,0.7,0.45,8.0,0.69,2025-11-20T05:00:00Z,11.0,0.67,0.97,282,A,0.0,0,?,A,2025-11-20T19:52:29.693993031Z,I,0.45,1.0,2025-11-20T17:07:05.236895689Z,A,0.45,0.45,0.45,1.0,0.45,2025-11-20T17:07:00Z,1.0,0.45,2.49,2.49,2.49,1.0,2.49,2025-10-23T04:00:00Z,10.0,2.49,2026-03-20,65000
BTC270115P00071000,0.5582,-0.7468,0.0139,-0.7055,-0.0029,0.1315,,,,,,,,,34.54,13,E,30.65,14,B,A,2025-11-20T19:45:48.206381356Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,71000
BTC270115C00040000,0.5583,0.6151,0.0167,0.1682,-0.0118,0.1571,9.55,9.87,8.3,5.0,8.3,2025-11-19T05:00:00Z,102.0,9.663627,9.32,47,C,8.59,4,I,A,2025-11-20T19:51:27.27338773Z,I,9.55,2.0,2025-11-19T20:06:00.753492512Z,Z,9.55,9.55,9.55,1.0,9.55,2025-11-19T20:06:00Z,2.0,9.55,10.6,10.6,10.6,2.0,10.6,2025-11-18T05:00:00Z,2.0,10.6,2027-01-15,40000
BTC270115P00035000,0.4961,-0.3054,0.0172,-0.1976,-0.0068,0.144,4.9,4.9,4.9,1.0,4.9,2025-11-18T05:00:00Z,1.0,4.9,7.42,7,B,3.47,24,A,A,2025-11-20T19:52:21.01455771Z,I,4.9,1.0,2025-11-18T19:49:41.362137657Z,P,4.9,4.9,4.9,1.0,4.9,2025-11-18T19:49:00Z,1.0,4.9,5.1,5.1,5.1,1.0,5.1,2025-11-17T05:00:00Z,1.0,5.1,2027-01-15,35000
BTC260116P00061000,0.6647,-0.9475,0.0107,-0.0919,-0.0031,0.0162,,,,,,,,,23.42,20,E,21.72,20,E,A,2025-11-20T19:51:12.979407139Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,61000
BTC270115P00028000,0.4924,-0.176,0.0128,-0.1067,-0.0053,0.1063,,,,,,,,,4.05,49,A,0.98,45,A,A,2025-11-20T19:53:00.891519741Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,28000
BTC260618C00051000,0.5816,0.3512,0.022,0.0589,-0.016,0.1076,8.4,8.4,8.4,1.0,8.4,2025-10-29T04:00:00Z,7.0,8.4,3.97,373,A,2.42,13,E,A,2025-11-20T19:52:58.516265382Z,I,8.4,7.0,2025-10-29T14:14:28.520135125Z,B,8.4,8.4,8.4,1.0,8.4,2025-10-29T14:14:00Z,7.0,8.4,,,,,,,,,2026-06-18,51000
BTC251219P00020000,,,,,,,0.05,0.05,0.05,1.0,0.05,2025-09-23T04:00:00Z,1.0,0.05,0.73,368,A,0.0,0,?,A,2025-11-20T19:45:48.220409385Z,I,0.05,1.0,2025-09-23T13:33:19.41161011Z,I,0.05,0.05,0.05,1.0,0.05,2025-09-23T13:33:00Z,1.0,0.05,0.07,0.07,0.07,1.0,0.07,2025-09-22T04:00:00Z,1.0,0.07,2025-12-19,20000
